fips,size,year,state,county,cases,prcp,avtemp
4025,168886,2e3,Arizona,Yavapai County,0,399.1518204360712,15.72923713355768
4027,160675,2e3,Arizona,Yuma County,0,73.28057107586547,22.861295799313464
5001,20672,2e3,Arkansas,Arkansas County,0,1037.429931222576,17.169482962725915
5003,24160,2e3,Arkansas,Ashley County,0,1336.1353447492731,17.425914084264473
5005,38465,2e3,Arkansas,Baxter County,0,995.6314645162443,14.61855084721635
5007,154791,2e3,Arkansas,Benton County,1,1133.191627564469,14.105103345421272
5009,34051,2e3,Arkansas,Boone County,0,985.4480031866776,14.357735533463327
5011,12603,2e3,Arkansas,Bradley County,0,1344.633662923177,16.982706536187067
5013,5717,2e3,Arkansas,Calhoun County,0,1329.1913113064236,16.790085474650066
5015,25411,2e3,Arkansas,Carroll County,0,1130.039046514602,14.349528267270042
5017,14083,2e3,Arkansas,Chicot County,0,1299.9046872456868,17.91904826958974
5019,23508,2e3,Arkansas,Clark County,0,1263.5822967044892,16.726019162980336
5021,17542,2e3,Arkansas,Clay County,0,1034.6533368428547,15.049322505791983
5023,24113,2e3,Arkansas,Cleburne County,0,1036.052210608194,15.480127378951671
5025,8544,2e3,Arkansas,Cleveland County,0,1249.6937730577256,16.81048526763916
5027,25564,2e3,Arkansas,Columbia County,0,1495.6388436376521,17.563398226172524
5029,20321,2e3,Arkansas,Conway County,0,1064.659997832909,15.720408278904603
5031,82518,2e3,Arkansas,Craighead County,0,1006.8941327560046,15.753054043478217
5033,53376,2e3,Arkansas,Crawford County,0,1237.2214139687894,15.421843037460789
5035,50976,2e3,Arkansas,Crittenden County,0,992.7974754872948,16.274048381381565
5037,19476,2e3,Arkansas,Cross County,0,1012.7424451251362,15.94206835502802
5039,9158,2e3,Arkansas,Dallas County,0,1262.3138029679008,16.638232272604238
5041,15306,2e3,Arkansas,Desha County,0,1158.9362386067708,17.333528583885258
5043,18703,2e3,Arkansas,Drew County,0,1285.9666649070946,17.316442987940334
5045,86456,2e3,Arkansas,Faulkner County,0,1052.8530883789062,16.096768398874815
5047,17747,2e3,Arkansas,Franklin County,0,1165.0682043868503,15.672280997372745
5049,11655,2e3,Arkansas,Fulton County,0,962.496706334556,14.387533013413591
5051,88350,2e3,Arkansas,Garland County,2,1153.9114599135316,16.407086224231904
5053,16488,2e3,Arkansas,Grant County,0,1083.569561298077,16.769881447592933
5055,37504,2e3,Arkansas,Greene County,0,1044.9644193427507,15.429873122725375
5057,23560,2e3,Arkansas,Hempstead County,0,1390.210990679146,16.980684865819345
5059,30383,2e3,Arkansas,Hot Spring County,0,1130.4605384744623,16.811016533964423
5061,14252,2e3,Arkansas,Howard County,0,1390.457023458278,16.3975630009428
5063,34270,2e3,Arkansas,Independence County,0,987.8473372920866,15.637311143259849
5065,13276,2e3,Arkansas,Izard County,0,1054.5331781560724,14.965098955414511
5067,18351,2e3,Arkansas,Jackson County,0,966.7114131761634,15.958381901616635
5069,84218,2e3,Arkansas,Jefferson County,0,1071.6447080724379,17.07095004530514
5071,22799,2e3,Arkansas,Johnson County,0,1147.3459442440826,15.259272292108818
5073,8527,2e3,Arkansas,Lafayette County,0,1499.6929361979167,17.567556686401367
5075,17679,2e3,Arkansas,Lawrence County,0,1129.2234139791349,15.445743921326429
5077,12528,2e3,Arkansas,Lee County,0,930.3663323296441,16.55777269999186
5079,14474,2e3,Arkansas,Lincoln County,0,1191.396557336566,17.181106808541834
5081,13610,2e3,Arkansas,Little River County,0,1444.9698736728767,17.426798600416916
5083,22504,2e3,Arkansas,Logan County,0,1011.2322720614346,16.231031036376955
5085,53124,2e3,Arkansas,Lonoke County,0,981.4300839720654,16.74661299761604
5087,14296,2e3,Arkansas,Madison County,0,1172.86818222172,14.4582785771898
5089,16156,2e3,Arkansas,Marion County,0,969.4085250051398,14.598322346335964
5091,40434,2e3,Arkansas,Miller County,1,1465.0898046400941,17.586746326928
5093,51827,2e3,Arkansas,Mississippi County,0,1042.6091442108154,15.95371226221323
5095,10179,2e3,Arkansas,Monroe County,0,974.9172426421067,16.621981763291632
5097,9270,2e3,Arkansas,Montgomery County,0,1278.435307055448,15.844239690662485
5099,9920,2e3,Arkansas,Nevada County,0,1370.8886075583837,17.134058265275854
5101,8647,2e3,Arkansas,Newton County,1,1101.023024102219,14.226871835083521
5103,28685,2e3,Arkansas,Ouachita County,0,1285.7643746681583,17.04074829990424
5105,10236,2e3,Arkansas,Perry County,0,1057.1893607897637,16.255579129243507
5107,26268,2e3,Arkansas,Phillips County,0,966.0166658968539,16.984326182184994
5109,11321,2e3,Arkansas,Pike County,0,1308.221643468836,16.201248682462253
5111,25617,2e3,Arkansas,Poinsett County,0,978.0125009042246,15.911489186463532
5113,20262,2e3,Arkansas,Polk County,0,1446.117837890625,15.459249336242676
5115,54500,2e3,Arkansas,Pope County,0,1068.103793966359,15.355056022775583
5117,9504,2e3,Arkansas,Prairie County,0,950.1551034109933,16.595610521277603
5119,361905,2e3,Arkansas,Pulaski County,0,1021.7034353008708,16.789575038065436
5121,18163,2e3,Arkansas,Randolph County,0,1061.5583902994792,14.687856816697394
5123,29284,2e3,Arkansas,St. Francis County,0,997.1618468645707,16.252735813844552
5125,83940,2e3,Arkansas,Saline County,1,1073.7198138370693,16.69843497231742
5127,10991,2e3,Arkansas,Scott County,0,1169.3999257482085,15.811622175058924
5129,8273,2e3,Arkansas,Searcy County,0,1009.7878757052952,14.723700321081912
5131,115518,2e3,Arkansas,Sebastian County,0,1073.519274455745,16.292947652863294
5133,15759,2e3,Arkansas,Sevier County,0,1421.672095010447,16.738412346950795
5135,17151,2e3,Arkansas,Sharp County,0,1026.1202241704705,14.901912442753824
5137,11522,2e3,Arkansas,Stone County,0,1024.4632037934803,15.090312980470204
5139,45572,2e3,Arkansas,Union County,0,1353.2407605401402,17.518649476149985
5141,16211,2e3,Arkansas,Van Buren County,0,1045.5487579075636,14.9298484177716
5143,158806,2e3,Arkansas,Washington County,0,1228.0697224934895,14.177972522046831
5145,67405,2e3,Arkansas,White County,1,982.7883647843903,15.896516612931794
5147,8690,2e3,Arkansas,Woodruff County,0,951.9613394388339,16.16634243290599
5149,21163,2e3,Arkansas,Yell County,0,1026.964794838265,16.165276311848263
6001,1450220,2e3,California,Alameda County,4,546.1019439697266,14.976324125572487
6003,1205,2e3,California,Alpine County,0,1014.4715465198864,5.773911365595731
6005,35173,2e3,California,Amador County,0,1049.400219048394,14.037849511040582
6007,203926,2e3,California,Butte County,3,1165.8818181355794,15.060919794169338
6009,40696,2e3,California,Calaveras County,1,1055.8800616954109,14.56798057736091
6011,18829,2e3,California,Colusa County,0,570.364809630347,15.83712134856344
6013,953192,2e3,California,Contra Costa County,1,564.8185369557348,15.464546326933236
6015,27471,2e3,California,Del Norte County,0,2404.374434111134,11.388775421294156
6017,157134,2e3,California,El Dorado County,0,1208.4800728841722,11.713377468998777
6019,801444,2e3,California,Fresno County,1,604.010540189396,13.404786749351707
6021,26451,2e3,California,Glenn County,1,641.9512242105751,15.186684194193706
6023,126403,2e3,California,Humboldt County,10,1626.5824565686678,12.446039857362447
6025,142396,2e3,California,Imperial County,0,28.278090035323032,23.32405887035109
6027,17918,2e3,California,Inyo County,0,128.94447497370362,15.694742243140546
6029,663484,2e3,California,Kern County,2,187.14815554804406,16.596062925664704
6031,129774,2e3,California,Kings County,0,206.62774819726343,17.80153764260782
6033,58551,2e3,California,Lake County,0,966.4480561191596,14.078098287860167
6035,33749,2e3,California,Lassen County,0,406.1260828674235,8.30894084692318
6037,9542578,2e3,California,Los Angeles County,2,327.7722584670564,16.821809900163416
6039,123566,2e3,California,Madera County,0,741.2781434201909,13.96496543466688
6041,247614,2e3,California,Marin County,3,931.2323848179409,14.060939936410813
6043,17143,2e3,California,Mariposa County,0,935.3028768353757,13.240256467751697
6045,86396,2e3,California,Mendocino County,7,1234.5610025819317,13.0671123494216
6047,212122,2e3,California,Merced County,1,362.89645508220764,16.83269647770502
6049,9415,2e3,California,Modoc County,0,418.6480297346761,8.356367988873245
6051,12896,2e3,California,Mono County,0,347.5589344049059,6.917563069508528
6053,403065,2e3,California,Monterey County,1,609.4942228581841,14.703235863158422
6055,124545,2e3,California,Napa County,2,818.3631751650855,15.402815092177619
6057,92503,2e3,California,Nevada County,9,1389.428671061198,11.212818320592245
6059,2856372,2e3,California,Orange County,3,273.1860715321132,18.020581219877517
6061,251274,2e3,California,Placer County,1,1233.935218081267,11.820676254189532
6063,20764,2e3,California,Plumas County,0,1034.611999660585,9.147070041516931
6065,1559109,2e3,California,Riverside County,3,117.32933930359034,20.19727460103086
6067,1230150,2e3,California,Sacramento County,3,566.5634205466822,16.40072780533841
6069,53827,2e3,California,San Benito County,0,434.17598100142044,14.861360271581622
6071,1718469,2e3,California,San Bernardino County,1,104.05310681483128,19.17377831068112
6073,2824987,2e3,California,San Diego County,9,232.79828231713554,17.3282196387816
6075,777360,2e3,California,San Francisco County,2,686.6111178927952,14.0065279006958
6077,567968,2e3,California,San Joaquin County,0,465.01747630466923,16.360923709156356
6079,247878,2e3,California,San Luis Obispo County,1,471.4803664044636,15.218486357510574
6081,708272,2e3,California,San Mateo County,2,812.3800036781713,14.041129350662231
6083,399784,2e3,California,Santa Barbara County,0,586.4577833279013,15.146678078938
6085,1685842,2e3,California,Santa Clara County,2,609.635157213713,15.191755540747392
6087,255834,2e3,California,Santa Cruz County,5,1173.4994702148438,14.39463623046875
6089,163782,2e3,California,Shasta County,0,1310.804001513672,12.576422542572022
6091,3569,2e3,California,Sierra County,0,1255.7542092172723,8.52426286747581
6093,44230,2e3,California,Siskiyou County,0,954.8217558241982,9.48933965508037
6095,396974,2e3,California,Solano County,1,592.4231890249944,16.04572255369546
6097,460411,2e3,California,Sonoma County,8,1026.9272195016695,14.663960737806137
6099,449702,2e3,California,Stanislaus County,1,424.4246522322945,16.611848723370095
6101,79149,2e3,California,Sutter County,1,535.5324982352879,16.517646115759145
6103,56136,2e3,California,Tehama County,2,904.9722995716683,14.58520030768471
6105,13006,2e3,California,Trinity County,1,1310.1661362216266,10.943263222753881
6107,368628,2e3,California,Tulare County,0,556.8134920086412,12.644242320072522
6109,54651,2e3,California,Tuolumne County,0,1214.1907846644306,9.607668957502945
6111,756366,2e3,California,Ventura County,2,516.0964267281072,14.766137344302333
6113,169884,2e3,California,Yolo County,0,552.2403740734787,16.39357480351229
6115,60334,2e3,California,Yuba County,0,924.9894957879577,15.680992357658617
8001,350961,2e3,Colorado,Adams County,0,338.12450048273257,10.559846435893666
8003,14964,2e3,Colorado,Alamosa County,0,238.54417374990518,6.48478039014108
8005,491701,2e3,Colorado,Arapahoe County,0,401.92471561586956,10.318271319071451
8007,10038,2e3,Colorado,Archuleta County,0,575.6936889944725,6.696195561185624
8009,4501,2e3,Colorado,Baca County,0,362.6208128178785,12.564844245232907
8011,5968,2e3,Colorado,Bent County,0,252.06454219818116,12.652000506718954
8013,271669,2e3,Colorado,Boulder County,0,508.8171908796326,7.444034454990025
8014,39563,2e3,Colorado,Broomfield County,0,306.9533335367839,11.11011823018392
8015,16315,2e3,Colorado,Chaffee County,0,530.8880478463522,3.603684456322254
8017,2218,2e3,Colorado,Cheyenne County,0,290.71505340686343,11.122046016183571
8019,9310,2e3,Colorado,Clear Creek County,0,633.5080982995412,2.635336609882495
8021,8398,2e3,Colorado,Conejos County,0,483.18231680312596,5.188648158513406
8023,3668,2e3,Colorado,Costilla County,0,364.38328129695014,5.897246147921452
8025,5533,2e3,Colorado,Crowley County,0,259.55784045410155,12.061386985778809
8027,3514,2e3,Colorado,Custer County,0,447.3972578470686,5.722130890507086
8029,27916,2e3,Colorado,Delta County,0,439.1431986786598,8.597329471000405
8031,556094,2e3,Colorado,Denver County,0,342.77875328063965,11.341377794742584
8033,1846,2e3,Colorado,Dolores County,0,539.4619144392602,6.888335621651308
8035,180311,2e3,Colorado,Douglas County,0,453.0556917630709,8.92081566957327
8037,41987,2e3,Colorado,Eagle County,0,606.7887355760596,4.608935964404395
8039,20099,2e3,Colorado,Elbert County,0,416.43050694120103,9.418342215427455
8041,519463,2e3,Colorado,El Paso County,0,406.34296875,9.327708053588868
8043,46277,2e3,Colorado,Fremont County,0,357.46744493660947,8.27519220245042
8045,44259,2e3,Colorado,Garfield County,0,555.167462411974,6.822428728759623
8047,4816,2e3,Colorado,Gilpin County,0,588.3743471891984,4.524340608845586
8049,12490,2e3,Colorado,Grand County,0,639.8119928418976,2.8595134735657894
8051,14006,2e3,Colorado,Gunnison County,0,628.6816709276656,3.9744647092127825
8053,790,2e3,Colorado,Hinsdale County,0,793.2773376103689,1.7533264280511782
8055,7823,2e3,Colorado,Huerfano County,0,401.19914592960015,9.064185806406222
8057,1576,2e3,Colorado,Jackson County,0,711.0702991770274,3.048791192630749
8059,526471,2e3,Colorado,Jefferson County,0,427.77736891361707,8.182740483367652
8061,1614,2e3,Colorado,Kiowa County,0,268.1355691389604,11.808277950142369
8063,7978,2e3,Colorado,Kit Carson County,0,361.8742076594655,10.754243385501024
8065,7832,2e3,Colorado,Lake County,0,677.0664865594161,1.2165906473242662
8067,44221,2e3,Colorado,La Plata County,0,556.9818566458566,7.343188990902022
8069,253152,2e3,Colorado,Larimer County,0,468.68507552265527,6.009870032274827
8071,15276,2e3,Colorado,Las Animas County,0,346.7856444898422,11.153432855127301
8073,6064,2e3,Colorado,Lincoln County,0,331.4695556640625,10.184215444399987
8075,20647,2e3,Colorado,Logan County,0,338.96094657548895,10.299624028548696
8077,117488,2e3,Colorado,Mesa County,0,392.49312891922597,9.28811118166571
8079,837,2e3,Colorado,Mineral County,0,782.7695652803928,2.3413024493258634
8081,13166,2e3,Colorado,Moffat County,0,343.3346112898594,7.1640381884080755
8083,23863,2e3,Colorado,Montezuma County,0,367.667405796051,9.919566663354635
8085,33600,2e3,Colorado,Montrose County,0,389.1819672745265,9.286596677276526
8087,27256,2e3,Colorado,Morgan County,0,311.9096848337274,10.59385394046181
8089,20248,2e3,Colorado,Otero County,0,296.86321230873546,12.72406607711871
8091,3776,2e3,Colorado,Ouray County,0,618.9754638671875,5.138487212459246
8093,14696,2e3,Colorado,Park County,0,440.87842265384296,3.51860106073215
8095,4455,2e3,Colorado,Phillips County,0,346.75081494389747,10.76927291130533
8097,14790,2e3,Colorado,Pitkin County,0,837.5965103047006,3.284485455752419
8099,14444,2e3,Colorado,Prowers County,0,322.2652089436849,12.3174289782842
8101,141839,2e3,Colorado,Pueblo County,0,320.3926631264065,11.801977684316428
8103,5979,2e3,Colorado,Rio Blanco County,0,451.0912972930679,7.294861999221314
8105,12429,2e3,Colorado,Rio Grande County,0,463.31884091142297,4.526014198427615
8107,19828,2e3,Colorado,Routt County,0,749.1792150548987,4.4588026988949325
8109,5978,2e3,Colorado,Saguache County,0,421.8947426932199,4.68331059436166
8111,559,2e3,Colorado,San Juan County,0,1060.6298183865017,1.2235586222399164
8113,6616,2e3,Colorado,San Miguel County,0,502.34182198842365,7.2295625056140125
8115,2743,2e3,Colorado,Sedgwick County,0,343.2102060123366,10.845846069102384
8117,23701,2e3,Colorado,Summit County,0,714.23094976516,1.807179368624375
8119,20648,2e3,Colorado,Teller County,0,423.00318489493907,4.880342499567912
8121,4942,2e3,Colorado,Washington County,0,357.6627992431019,10.395109766312228
8123,183045,2e3,Colorado,Weld County,0,250.77874813895974,9.838527750477738
8125,9815,2e3,Colorado,Yuma County,0,396.5584577195188,10.99792753381932
9001,884420,2e3,Connecticut,Fairfield County,1342,1243.232987733645,9.896996881360206
9003,858422,2e3,Connecticut,Hartford County,231,1226.6221534465922,9.394723748338633
9005,182628,2e3,Connecticut,Litchfield County,457,1294.73669116528,8.19741018716391
9007,155633,2e3,Connecticut,Middlesex County,191,1276.327452503551,9.664757589860397
9009,824992,2e3,Connecticut,New Haven County,442,1283.7557839786305,9.744997987560197
9011,259575,2e3,Connecticut,New London County,439,1250.9479227701822,9.626224319140116
9013,136860,2e3,Connecticut,Tolland County,201,1191.9356423117897,8.6602802623402
9015,109196,2e3,Connecticut,Windham County,359,1178.7448815634084,8.947875466457633
10001,127109,2e3,Delaware,Kent County,25,1220.18189453125,12.673353328704835
10003,501913,2e3,Delaware,New Castle County,121,1200.550498453776,12.313681968053181
10005,157389,2e3,Delaware,Sussex County,21,1184.43571571251,13.134059224809919
11001,571744,2e3,District of Columbia,District of Columbia,11,1022.3145363547585,13.49724240736528
12001,218602,2e3,Florida,Alachua County,1,998.0058808071923,20.286971667340694
12003,22373,2e3,Florida,Baker County,0,975.613370964326,19.500056668936487
12005,148258,2e3,Florida,Bay County,0,1057.820583597819,19.971626393000285
12007,26078,2e3,Florida,Bradford County,0,882.2344681589227,19.846523084138568
12009,477735,2e3,Florida,Brevard County,2,893.5450275783433,22.108262131334016
12011,1631723,2e3,Florida,Broward County,0,1145.717412488214,24.16625401069378
12013,13040,2e3,Florida,Calhoun County,0,1028.7273172518103,19.75842992270865
12015,142246,2e3,Florida,Charlotte County,0,902.8962785436752,22.684442824505744
12017,118639,2e3,Florida,Citrus County,1,936.2472843123071,21.046455830703547
12019,141621,2e3,Florida,Clay County,1,1040.5700020168138,19.871668940005094
12021,254070,2e3,Florida,Collier County,1,1105.4617571149554,23.523985474974243
12023,56726,2e3,Florida,Columbia County,0,1002.7054022054757,19.909728970147867
12027,32262,2e3,Florida,DeSoto County,0,919.3296820322672,22.134585916996002
12029,13817,2e3,Florida,Dixie County,0,1169.858016514542,19.902230593237547
12031,779803,2e3,Florida,Duval County,1,1063.1804119172643,20.03325132463799
12033,294784,2e3,Florida,Escambia County,1,1073.7562510172527,19.799191415309906
12035,50560,2e3,Florida,Flagler County,1,991.3139126542686,21.140938496244125
12037,9841,2e3,Florida,Franklin County,0,1168.4129345703125,20.26645118713379
12039,45067,2e3,Florida,Gadsden County,0,1089.6413330078126,19.638423334757487
12041,14540,2e3,Florida,Gilchrist County,0,1014.4066652784161,20.00307846069336
12043,10585,2e3,Florida,Glades County,0,729.472407749721,22.641719617341693
12045,14587,2e3,Florida,Gulf County,0,1106.4462387982537,20.16784762214212
12047,13325,2e3,Florida,Hamilton County,0,1017.6666235021643,19.569426923184782
12049,26911,2e3,Florida,Hardee County,0,828.7077382405599,22.01178907212757
12051,36326,2e3,Florida,Hendry County,0,945.1967118915759,23.086900798897993
12053,131425,2e3,Florida,Hernando County,2,952.6101581280049,21.2894838479849
12055,87407,2e3,Florida,Highlands County,0,734.0233108932907,22.13763597849253
12057,1003269,2e3,Florida,Hillsborough County,2,861.1788173251682,22.21093776490953
12059,18535,2e3,Florida,Holmes County,0,1119.4666147085336,19.053165377103365
12061,113387,2e3,Florida,Indian River County,2,949.2306046919389,22.224365407770332
12063,46754,2e3,Florida,Jackson County,0,1020.1568904067531,19.74295202891032
12065,12906,2e3,Florida,Jefferson County,0,1023.8853406039151,19.34791281006553
12067,7038,2e3,Florida,Lafayette County,0,1045.01881328382,19.81014040896767
12069,212808,2e3,Florida,Lake County,1,777.5177024699146,21.770634088457
12071,443916,2e3,Florida,Lee County,3,1050.7981731912364,23.08885914346446
12073,240410,2e3,Florida,Leon County,0,1118.679347826087,19.65883211467577
12075,34617,2e3,Florida,Levy County,0,1019.1025460601612,20.364990222226282
12077,6996,2e3,Florida,Liberty County,0,1044.9073186803746,19.82416702199865
12079,18746,2e3,Florida,Madison County,0,1002.7496871948242,19.49687494834264
12081,265662,2e3,Florida,Manatee County,1,960.8853759765625,22.29115101076522
12083,260285,2e3,Florida,Marion County,0,876.3299124581473,21.042265636580332
12085,127160,2e3,Florida,Martin County,1,943.4088541666666,22.91868437843761
12086,2258765,2e3,Florida,Miami-Dade County,9,1254.7977662519975,24.146657221245043
12087,79483,2e3,Florida,Monroe County,0,1114.348818446052,24.378866150534364
12089,57949,2e3,Florida,Nassau County,0,1027.5609682144657,19.607702501358524
12091,170966,2e3,Florida,Okaloosa County,1,1302.4119990596064,19.292611976906105
12093,35917,2e3,Florida,Okeechobee County,0,764.8323736675715,22.359881384898042
12095,902756,2e3,Florida,Orange County,4,731.658318359375,22.328142623901368
12097,174182,2e3,Florida,Osceola County,0,803.8933035474305,22.17885123261618
12099,1135318,2e3,Florida,Palm Beach County,2,1034.2157195845462,23.260946080575582
12101,347318,2e3,Florida,Pasco County,0,954.1834991455078,21.8512091255188
12103,922261,2e3,Florida,Pinellas County,10,994.4729316525343,22.928502943457627
12105,485378,2e3,Florida,Polk County,0,800.6326648127424,22.29241226363356
12107,70419,2e3,Florida,Putnam County,0,1037.4895838419595,20.813647254308066
12109,124478,2e3,Florida,St. Johns County,0,1052.0524177970467,20.56718034010667
12111,193433,2e3,Florida,St. Lucie County,0,861.6394485641312,22.60174411731762
12113,118387,2e3,Florida,Santa Rosa County,0,1201.1447776938385,19.655353750072933
12115,327041,2e3,Florida,Sarasota County,4,1047.3350609469126,22.540448292192206
12117,367089,2e3,Florida,Seminole County,1,788.422123036486,22.17088565420597
12119,53554,2e3,Florida,Sumter County,0,808.2798877757984,21.322478912688872
12121,35024,2e3,Florida,Suwannee County,0,1024.0559549534576,20.031635730824572
12123,19215,2e3,Florida,Taylor County,0,980.1907469042304,19.636029535410355
12125,13462,2e3,Florida,Union County,0,905.6206226348877,19.923933625221252
12127,445060,2e3,Florida,Volusia County,1,901.8122799343533,21.591058762868247
12129,22989,2e3,Florida,Wakulla County,1,1071.2188208795362,19.851857544273457
